Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color
172.69,52.03,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 91, ""g"": 144, ""b"": 219}","{""r"": 32, ""g"": 187, ""b"": 44}"
181.03,71.88,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 104, ""g"": 191, ""b"": 167}","{""r"": 220, ""g"": 3, ""b"": 206}"
172.84,55.93,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 90, ""g"": 73, ""b"": 90}","{""r"": 246, ""g"": 12, ""b"": 157}"
184.43,64.71,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 78, ""g"": 225, ""b"": 248}","{""r"": 179, ""g"": 197, ""b"": 242}"
164.3,52.55,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 56, ""g"": 136, ""b"": 182}","{""r"": 0, ""g"": 183, ""b"": 65}"
173.82,44.37,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 71, ""g"": 69, ""b"": 133}","{""r"": 232, ""g"": 195, ""b"": 140}"
170.87,57.02,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 48, ""g"": 148, ""b"": 6}","{""r"": 24, ""g"": 8, ""b"": 161}"
174.65,62.7,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 78, ""g"": 194, ""b"": 254}","{""r"": 78, ""g"": 84, ""b"": 6}"
173.98,52.78,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 96, ""g"": 224, ""b"": 82}","{""r"": 33, ""g"": 94, ""b"": 149}"
175.91,68.87,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 182, ""g"": 25, ""b"": 222}","{""r"": 15, ""g"": 51, ""b"": 46}"
174.68,58.06,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 134, ""g"": 37, ""b"": 216}","{""r"": 25, ""g"": 239, ""b"": 16}"
165.55,50.57,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 161, ""g"": 148, ""b"": 147}","{""r"": 147, ""g"": 117, ""b"": 227}"
173.27,54.0,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 137, ""g"": 174, ""b"": 114}","{""r"": 122, ""g"": 244, ""b"": 23}"
170.94,54.58,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 103, ""g"": 175, ""b"": 210}","{""r"": 65, ""g"": 98, ""b"": 113}"
172.37,52.22,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 249, ""g"": 159, ""b"": 206}","{""r"": 74, ""g"": 97, ""b"": 92}"
167.64,54.57,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 145, ""g"": 41, ""b"": 67}","{""r"": 72, ""g"": 56, ""b"": 77}"
169.32,54.62,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 171, ""g"": 193, ""b"": 46}","{""r"": 111, ""g"": 161, ""b"": 65}"
171.71,58.6,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 54, ""g"": 60, ""b"": 43}","{""r"": 64, ""g"": 54, ""b"": 109}"
175.31,57.1,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 22, ""g"": 58, ""b"": 93}","{""r"": 56, ""g"": 75, ""b"": 201}"
167.04,50.51,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 123, ""g"": 144, ""b"": 96}","{""r"": 193, ""g"": 63, ""b"": 11}"
169.26,57.75,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 123, ""g"": 65, ""b"": 77}","{""r"": 161, ""g"": 74, ""b"": 194}"
173.01,59.11,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 179, ""g"": 197, ""b"": 174}","{""r"": 115, ""g"": 51, ""b"": 31}"
169.43,57.83,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 222, ""g"": 169, ""b"": 209}","{""r"": 122, ""g"": 170, ""b"": 130}"
178.38,65.62,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 91, ""g"": 145, ""b"": 236}","{""r"": 162, ""g"": 111, ""b"": 132}"
168.36,57.48,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 128, ""g"": 170, ""b"": 8}","{""r"": 102, ""g"": 49, ""b"": 29}"
181.88,64.02,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 157, ""g"": 96, ""b"": 232}","{""r"": 143, ""g"": 188, ""b"": 230}"
174.81,61.5,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 199, ""g"": 108, ""b"": 243}","{""r"": 57, ""g"": 219, ""b"": 187}"
177.77,62.73,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 6, ""g"": 219, ""b"": 193}","{""r"": 231, ""g"": 124, ""b"": 198}"
173.49,58.94,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 208, ""g"": 234, ""b"": 19}","{""r"": 121, ""g"": 83, ""b"": 227}"
169.29,54.0,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 85, ""g"": 115, ""b"": 126}","{""r"": 178, ""g"": 149, ""b"": 19}"
161.31,58.77,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 18, ""g"": 64, ""b"": 120}","{""r"": 210, ""g"": 34, ""b"": 60}"
176.78,62.04,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 84, ""g"": 57, ""b"": 165}","{""r"": 246, ""g"": 192, ""b"": 27}"
164.83,56.43,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 108, ""g"": 57, ""b"": 203}","{""r"": 81, ""g"": 252, ""b"": 10}"
171.9,58.96,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 151, ""g"": 90, ""b"": 179}","{""r"": 244, ""g"": 19, ""b"": 91}"
169.43,52.82,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 219, ""g"": 15, ""b"": 83}","{""r"": 203, ""g"": 67, ""b"": 86}"
170.46,46.66,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 30, ""g"": 74, ""b"": 25}","{""r"": 254, ""g"": 176, ""b"": 252}"
177.57,63.9,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 235, ""g"": 74, ""b"": 198}","{""r"": 95, ""g"": 5, ""b"": 153}"
171.99,55.66,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 189, ""g"": 10, ""b"": 78}","{""r"": 146, ""g"": 100, ""b"": 225}"
171.6,54.13,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 218, ""g"": 31, ""b"": 180}","{""r"": 57, ""g"": 255, ""b"": 150}"
163.08,47.03,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 186, ""g"": 15, ""b"": 73}","{""r"": 57, ""g"": 90, ""b"": 251}"
180.34,61.46,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 183, ""g"": 37, ""b"": 150}","{""r"": 104, ""g"": 230, ""b"": 62}"
174.78,49.66,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 109, ""g"": 254, ""b"": 190}","{""r"": 207, ""g"": 172, ""b"": 35}"
172.59,49.04,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 154, ""g"": 77, ""b"": 126}","{""r"": 143, ""g"": 246, ""b"": 247}"
173.27,59.62,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 176, ""g"": 188, ""b"": 24}","{""r"": 171, ""g"": 14, ""b"": 167}"
168.09,56.87,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 230, ""g"": 180, ""b"": 128}","{""r"": 198, ""g"": 152, ""b"": 248}"
174.5,65.46,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 10, ""g"": 63, ""b"": 119}","{""r"": 68, ""g"": 252, ""b"": 91}"
174.51,49.61,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 87, ""g"": 188, ""b"": 46}","{""r"": 186, ""g"": 111, ""b"": 237}"
176.82,56.89,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 248, ""g"": 36, ""b"": 168}","{""r"": 48, ""g"": 20, ""b"": 231}"
177.17,55.6,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 200, ""g"": 108, ""b"": 26}","{""r"": 50, ""g"": 122, ""b"": 182}"
181.51,67.41,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 9, ""g"": 36, ""b"": 164}","{""r"": 13, ""g"": 91, ""b"": 244}"
176.18,50.43,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 182, ""g"": 233, ""b"": 158}","{""r"": 188, ""g"": 149, ""b"": 136}"
171.21,49.62,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 36, ""g"": 208, ""b"": 15}","{""r"": 8, ""g"": 150, ""b"": 34}"
177.32,54.17,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 224, ""g"": 103, ""b"": 82}","{""r"": 81, ""g"": 114, ""b"": 151}"
179.0,63.66,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 42, ""g"": 232, ""b"": 58}","{""r"": 225, ""g"": 136, ""b"": 18}"
169.52,64.93,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 132, ""g"": 22, ""b"": 62}","{""r"": 252, ""g"": 139, ""b"": 213}"
162.34,47.99,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 1, ""g"": 179, ""b"": 55}","{""r"": 155, ""g"": 101, ""b"": 118}"
172.39,62.09,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 44, ""g"": 98, ""b"": 181}","{""r"": 36, ""g"": 253, ""b"": 11}"
169.8,53.05,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 11, ""g"": 44, ""b"": 79}","{""r"": 149, ""g"": 225, ""b"": 168}"
167.83,52.59,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 64, ""g"": 121, ""b"": 114}","{""r"": 154, ""g"": 207, ""b"": 5}"
173.96,60.47,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 246, ""g"": 164, ""b"": 139}","{""r"": 45, ""g"": 62, ""b"": 30}"
182.3,64.3,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 12, ""g"": 3, ""b"": 197}","{""r"": 137, ""g"": 108, ""b"": 121}"
171.6,62.48,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 64, ""g"": 144, ""b"": 79}","{""r"": 31, ""g"": 250, ""b"": 17}"
168.36,60.95,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 15, ""g"": 67, ""b"": 153}","{""r"": 71, ""g"": 133, ""b"": 40}"
173.83,54.13,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 180, ""g"": 43, ""b"": 91}","{""r"": 80, ""g"": 60, ""b"": 108}"
170.37,52.48,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 165, ""g"": 55, ""b"": 122}","{""r"": 143, ""g"": 154, ""b"": 219}"
179.34,55.4,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 227, ""g"": 185, ""b"": 134}","{""r"": 99, ""g"": 77, ""b"": 123}"
174.99,61.42,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 26, ""g"": 179, ""b"": 249}","{""r"": 51, ""g"": 172, ""b"": 80}"
177.5,60.94,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 50, ""g"": 5, ""b"": 83}","{""r"": 250, ""g"": 138, ""b"": 130}"
175.1,62.64,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 52, ""g"": 51, ""b"": 95}","{""r"": 6, ""g"": 205, ""b"": 129}"
165.47,53.52,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 222, ""g"": 182, ""b"": 140}","{""r"": 80, ""g"": 125, ""b"": 175}"
174.46,62.08,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 39, ""g"": 159, ""b"": 147}","{""r"": 145, ""g"": 8, ""b"": 173}"
171.62,53.49,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 122, ""g"": 73, ""b"": 20}","{""r"": 208, ""g"": 187, ""b"": 230}"
174.6,66.17,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 234, ""g"": 165, ""b"": 36}","{""r"": 177, ""g"": 57, ""b"": 166}"
175.17,54.0,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 231, ""g"": 165, ""b"": 178}","{""r"": 113, ""g"": 197, ""b"": 82}"
174.11,55.21,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 193, ""g"": 4, ""b"": 98}","{""r"": 135, ""g"": 35, ""b"": 58}"
172.35,55.19,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 193, ""g"": 29, ""b"": 118}","{""r"": 16, ""g"": 96, ""b"": 155}"
165.0,57.91,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 157, ""g"": 83, ""b"": 186}","{""r"": 116, ""g"": 227, ""b"": 118}"
174.21,58.62,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 125, ""g"": 143, ""b"": 65}","{""r"": 173, ""g"": 229, ""b"": 134}"
172.53,50.26,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 43, ""g"": 75, ""b"": 131}","{""r"": 233, ""g"": 104, ""b"": 102}"
176.18,53.8,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 81, ""g"": 116, ""b"": 5}","{""r"": 105, ""g"": 189, ""b"": 135}"
180.11,66.46,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 161, ""g"": 87, ""b"": 238}","{""r"": 161, ""g"": 231, ""b"": 218}"
175.99,60.19,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 200, ""g"": 134, ""b"": 233}","{""r"": 97, ""g"": 121, ""b"": 91}"
175.43,54.42,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 203, ""g"": 58, ""b"": 220}","{""r"": 1, ""g"": 55, ""b"": 179}"
169.18,49.83,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 13, ""g"": 2, ""b"": 114}","{""r"": 158, ""g"": 173, ""b"": 182}"
175.76,53.63,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 117, ""g"": 162, ""b"": 14}","{""r"": 137, ""g"": 131, ""b"": 36}"
176.35,58.36,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 114, ""g"": 121, ""b"": 252}","{""r"": 233, ""g"": 238, ""b"": 53}"
178.04,57.77,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 102, ""g"": 44, ""b"": 102}","{""r"": 63, ""g"": 214, ""b"": 0}"
163.83,46.86,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 240, ""g"": 36, ""b"": 129}","{""r"": 188, ""g"": 76, ""b"": 129}"
166.93,52.58,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 123, ""g"": 120, ""b"": 62}","{""r"": 90, ""g"": 9, ""b"": 212}"
167.78,51.21,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 67, ""g"": 136, ""b"": 97}","{""r"": 235, ""g"": 11, ""b"": 30}"
158.51,53.79,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 123, ""g"": 198, ""b"": 251}","{""r"": 68, ""g"": 140, ""b"": 1}"
185.19,67.41,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 198, ""g"": 42, ""b"": 232}","{""r"": 32, ""g"": 88, ""b"": 231}"
168.2,59.83,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 118, ""g"": 54, ""b"": 180}","{""r"": 131, ""g"": 151, ""b"": 192}"
167.57,58.79,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 10, ""g"": 75, ""b"": 5}","{""r"": 206, ""g"": 68, ""b"": 196}"
172.28,55.42,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 119, ""g"": 26, ""b"": 197}","{""r"": 100, ""g"": 227, ""b"": 228}"
180.76,69.0,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 35, ""g"": 142, ""b"": 148}","{""r"": 128, ""g"": 30, ""b"": 215}"
166.28,46.22,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 6, ""g"": 167, ""b"": 249}","{""r"": 44, ""g"": 159, ""b"": 173}"
175.06,65.35,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 164, ""g"": 103, ""b"": 55}","{""r"": 88, ""g"": 141, ""b"": 64}"
174.19,62.28,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 176, ""g"": 167, ""b"": 83}","{""r"": 215, ""g"": 0, ""b"": 62}"
174.09,63.98,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 227, ""g"": 230, ""b"": 182}","{""r"": 175, ""g"": 126, ""b"": 170}"
168.09,59.75,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 37, ""g"": 199, ""b"": 6}","{""r"": 225, ""g"": 172, ""b"": 165}"
180.09,65.0,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 15, ""g"": 102, ""b"": 81}","{""r"": 42, ""g"": 254, ""b"": 176}"
176.34,52.09,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 217, ""g"": 147, ""b"": 168}","{""r"": 23, ""g"": 61, ""b"": 184}"
171.51,48.73,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 145, ""g"": 219, ""b"": 150}","{""r"": 206, ""g"": 50, ""b"": 64}"
170.43,50.01,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 199, ""g"": 182, ""b"": 133}","{""r"": 35, ""g"": 74, ""b"": 152}"
169.78,55.26,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 116, ""g"": 236, ""b"": 72}","{""r"": 100, ""g"": 33, ""b"": 142}"
172.23,57.39,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 45, ""g"": 195, ""b"": 181}","{""r"": 59, ""g"": 234, ""b"": 29}"
170.54,55.03,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 84, ""g"": 160, ""b"": 71}","{""r"": 109, ""g"": 184, ""b"": 143}"
179.25,62.34,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 208, ""g"": 59, ""b"": 10}","{""r"": 3, ""g"": 91, ""b"": 53}"
165.24,57.1,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 7, ""g"": 0, ""b"": 74}","{""r"": 154, ""g"": 40, ""b"": 31}"
177.89,63.35,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 152, ""g"": 216, ""b"": 191}","{""r"": 182, ""g"": 11, ""b"": 202}"
168.19,53.74,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 91, ""g"": 86, ""b"": 142}","{""r"": 116, ""g"": 133, ""b"": 56}"
160.38,57.75,Female,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 93, ""g"": 204, ""b"": 193}","{""r"": 174, ""g"": 28, ""b"": 166}"
162.59,47.78,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 4, ""g"": 76, ""b"": 36}","{""r"": 85, ""g"": 0, ""b"": 230}"
175.27,56.68,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 177, ""g"": 238, ""b"": 236}","{""r"": 210, ""g"": 108, ""b"": 117}"
166.71,47.79,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 229, ""g"": 93, ""b"": 159}","{""r"": 200, ""g"": 102, ""b"": 215}"
174.23,54.96,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 29, ""g"": 242, ""b"": 22}","{""r"": 153, ""g"": 171, ""b"": 245}"
174.76,64.57,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 200, ""g"": 175, ""b"": 3}","{""r"": 130, ""g"": 99, ""b"": 42}"
175.36,55.39,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 173, ""g"": 203, ""b"": 144}","{""r"": 36, ""g"": 144, ""b"": 221}"
170.29,52.86,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 236, ""g"": 113, ""b"": 239}","{""r"": 24, ""g"": 17, ""b"": 245}"
167.73,53.11,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 80, ""g"": 68, ""b"": 69}","{""r"": 96, ""g"": 137, ""b"": 55}"
176.85,57.74,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 179, ""g"": 220, ""b"": 10}","{""r"": 32, ""g"": 150, ""b"": 27}"
171.18,51.47,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 26, ""g"": 248, ""b"": 111}","{""r"": 67, ""g"": 122, ""b"": 73}"
180.35,61.02,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 133, ""g"": 35, ""b"": 135}","{""r"": 232, ""g"": 188, ""b"": 78}"
172.56,52.16,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 53, ""g"": 137, ""b"": 13}","{""r"": 76, ""g"": 39, ""b"": 92}"
174.34,58.63,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 252, ""g"": 66, ""b"": 16}","{""r"": 33, ""g"": 232, ""b"": 117}"
174.32,57.31,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 1, ""g"": 125, ""b"": 43}","{""r"": 123, ""g"": 76, ""b"": 213}"
172.3,64.72,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 124, ""g"": 233, ""b"": 37}","{""r"": 92, ""g"": 110, ""b"": 205}"
171.17,55.35,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 187, ""g"": 90, ""b"": 58}","{""r"": 94, ""g"": 221, ""b"": 69}"
173.9,51.98,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 178, ""g"": 0, ""b"": 11}","{""r"": 73, ""g"": 136, ""b"": 233}"
178.23,55.93,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 200, ""g"": 232, ""b"": 44}","{""r"": 205, ""g"": 211, ""b"": 244}"
174.75,65.46,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 160, ""g"": 172, ""b"": 145}","{""r"": 88, ""g"": 68, ""b"": 149}"
172.82,53.33,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 116, ""g"": 170, ""b"": 160}","{""r"": 20, ""g"": 143, ""b"": 168}"
172.87,65.39,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 61, ""g"": 36, ""b"": 94}","{""r"": 179, ""g"": 14, ""b"": 159}"
176.95,58.2,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 28, ""g"": 215, ""b"": 132}","{""r"": 118, ""g"": 116, ""b"": 52}"
172.44,63.04,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 45, ""g"": 54, ""b"": 57}","{""r"": 184, ""g"": 224, ""b"": 88}"
176.35,58.27,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 134, ""g"": 116, ""b"": 253}","{""r"": 220, ""g"": 233, ""b"": 63}"
174.51,68.63,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 26, ""g"": 161, ""b"": 1}","{""r"": 141, ""g"": 107, ""b"": 70}"
169.5,52.99,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 232, ""g"": 208, ""b"": 249}","{""r"": 161, ""g"": 206, ""b"": 107}"
176.19,58.34,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 247, ""g"": 184, ""b"": 7}","{""r"": 145, ""g"": 174, ""b"": 220}"
172.79,65.81,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 88, ""g"": 217, ""b"": 121}","{""r"": 83, ""g"": 19, ""b"": 203}"
167.35,50.73,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 154, ""g"": 211, ""b"": 71}","{""r"": 15, ""g"": 246, ""b"": 254}"
174.19,66.37,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 68, ""g"": 72, ""b"": 243}","{""r"": 127, ""g"": 100, ""b"": 147}"
170.29,52.63,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 191, ""g"": 173, ""b"": 66}","{""r"": 48, ""g"": 94, ""b"": 223}"
176.89,61.35,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 120, ""g"": 53, ""b"": 215}","{""r"": 172, ""g"": 59, ""b"": 163}"
175.99,56.33,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 205, ""g"": 127, ""b"": 43}","{""r"": 161, ""g"": 227, ""b"": 135}"
173.48,55.71,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 206, ""g"": 133, ""b"": 122}","{""r"": 204, ""g"": 84, ""b"": 60}"
169.14,51.23,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 98, ""g"": 177, ""b"": 249}","{""r"": 150, ""g"": 144, ""b"": 150}"
167.64,54.17,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 206, ""g"": 187, ""b"": 40}","{""r"": 58, ""g"": 115, ""b"": 232}"
176.84,61.44,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 38, ""g"": 57, ""b"": 74}","{""r"": 164, ""g"": 72, ""b"": 110}"
